date,store_id,sku_id,qty_sold,transaction_price,revenue,product_name,category,qty_lag_1d,qty_lag_7d,qty_lag_14d,qty_rolling_mean_7d,qty_rolling_std_7d,qty_rolling_mean_14d,qty_rolling_std_14d,qty_rolling_mean_30d,qty_rolling_std_30d,day_of_week,day_of_month,month,quarter,week_of_year,day_of_year,day_of_week_sin,day_of_week_cos,month_sin,month_cos,is_weekend,store_id_encoded,sku_id_encoded,category_Apparel,category_Electronics,category_Home
2022-01-01,2,8802,52.0,21.69,1127.88,Cotton T-Shirt,Apparel,51.0,43.0,52.0,52.0,0.0,52.0,0.0,52.0,0.0,5,1,1,1,52,1,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,1,3,True,False,False
2022-01-01,1,8802,48.0,21.24,1019.52,Cotton T-Shirt,Apparel,51.0,43.0,52.0,48.0,0.0,48.0,0.0,48.0,0.0,5,1,1,1,52,1,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,3,True,False,False
2022-01-02,2,8801,43.0,89.41,3844.63,Running Shoes,Apparel,51.0,43.0,52.0,47.0,5.656854249492381,47.0,5.656854249492381,47.0,5.656854249492381,6,2,1,1,52,2,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,1,2,True,False,False
2022-01-02,1,8801,44.0,99.38,4372.719999999999,Running Shoes,Apparel,42.0,43.0,52.0,43.0,1.4142135623730951,43.0,1.4142135623730951,43.0,1.4142135623730951,6,2,1,1,52,2,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,2,True,False,False
2022-01-02,1,5502,52.0,54.22,2819.44,Bluetooth Speaker,Electronics,0.0,43.0,52.0,26.0,36.76955262170047,26.0,36.76955262170047,26.0,36.76955262170047,6,2,1,1,52,2,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,1,False,True,False
2022-01-02,1,8802,54.0,21.01,1134.5400000000002,Cotton T-Shirt,Apparel,48.0,43.0,52.0,51.0,4.242640687119285,51.0,4.242640687119285,51.0,4.242640687119285,6,2,1,1,52,2,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,3,True,False,False
2022-01-02,2,5502,46.0,58.46,2689.16,Bluetooth Speaker,Electronics,66.0,43.0,52.0,56.0,14.142135623730951,56.0,14.142135623730951,56.0,14.142135623730951,6,2,1,1,52,2,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,1,1,False,True,False
2022-01-02,2,8802,43.0,19.43,835.49,Cotton T-Shirt,Apparel,52.0,43.0,52.0,47.5,6.363961030678928,47.5,6.363961030678928,47.5,6.363961030678928,6,2,1,1,52,2,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,1,3,True,False,False
2022-01-02,3,2205,45.0,87.8,3951.0,Coffee Maker,Home,0.0,43.0,52.0,22.5,31.81980515339464,22.5,31.81980515339464,22.5,31.81980515339464,6,2,1,1,52,2,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,2,0,False,False,True
2022-01-02,3,8802,41.0,18.71,767.11,Cotton T-Shirt,Apparel,24.0,43.0,52.0,32.5,12.020815280171307,32.5,12.020815280171307,32.5,12.020815280171307,6,2,1,1,52,2,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,2,3,True,False,False
2022-01-02,2,2205,53.0,81.15,4300.950000000001,Coffee Maker,Home,43.0,43.0,52.0,48.0,7.0710678118654755,48.0,7.0710678118654755,48.0,7.0710678118654755,6,2,1,1,52,2,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,1,0,False,False,True
2022-01-02,1,2205,68.0,84.94,5775.92,Coffee Maker,Home,36.0,43.0,52.0,52.0,22.627416997969522,52.0,22.627416997969522,52.0,22.627416997969522,6,2,1,1,52,2,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,0,False,False,True
2022-01-02,3,5502,30.0,57.28,1718.4,Bluetooth Speaker,Electronics,38.0,43.0,52.0,34.0,5.656854249492381,34.0,5.656854249492381,34.0,5.656854249492381,6,2,1,1,52,2,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,2,1,False,True,False
2022-01-02,3,8801,60.0,91.96,5517.599999999999,Running Shoes,Apparel,43.0,43.0,52.0,51.5,12.020815280171307,51.5,12.020815280171307,51.5,12.020815280171307,6,2,1,1,52,2,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,2,2,True,False,False
2022-01-03,1,8801,25.0,101.64,2541.0,Running Shoes,Apparel,44.0,43.0,52.0,37.0,10.44030650891055,37.0,10.44030650891055,37.0,10.44030650891055,0,3,1,1,1,3,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,2,True,False,False
2022-01-03,1,5502,51.0,56.76,2894.76,Bluetooth Speaker,Electronics,52.0,43.0,52.0,34.333333333333336,29.737742572921256,34.333333333333336,29.737742572921256,34.333333333333336,29.737742572921256,0,3,1,1,1,3,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,1,False,True,False
2022-01-03,3,5502,38.0,64.88,2465.44,Bluetooth Speaker,Electronics,30.0,43.0,52.0,35.333333333333336,4.618802153517006,35.333333333333336,4.618802153517006,35.333333333333336,4.618802153517006,0,3,1,1,1,3,0.0,1.0,0.49999999999999994,0.8660254037844387,0,2,1,False,True,False
2022-01-03,2,8802,36.0,20.2,727.1999999999999,Cotton T-Shirt,Apparel,43.0,43.0,52.0,43.666666666666664,8.020806277010642,43.666666666666664,8.020806277010642,43.666666666666664,8.020806277010642,0,3,1,1,1,3,0.0,1.0,0.49999999999999994,0.8660254037844387,0,1,3,True,False,False
2022-01-03,3,8801,30.0,101.36,3040.8,Running Shoes,Apparel,60.0,43.0,52.0,44.333333333333336,15.044378795195678,44.333333333333336,15.044378795195678,44.333333333333336,15.044378795195678,0,3,1,1,1,3,0.0,1.0,0.49999999999999994,0.8660254037844387,0,2,2,True,False,False
2022-01-03,3,8802,21.0,20.78,436.38,Cotton T-Shirt,Apparel,41.0,43.0,52.0,28.666666666666668,10.785793124908958,28.666666666666668,10.785793124908958,28.666666666666668,10.785793124908958,0,3,1,1,1,3,0.0,1.0,0.49999999999999994,0.8660254037844387,0,2,3,True,False,False
2022-01-03,1,2205,0.0,0.0,0.0,Coffee Maker,Home,68.0,43.0,52.0,34.666666666666664,34.019602192461534,34.666666666666664,34.019602192461534,34.666666666666664,34.019602192461534,0,3,1,1,1,3,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,False,False,True
2022-01-03,1,8802,24.0,20.83,499.92,Cotton T-Shirt,Apparel,54.0,43.0,52.0,42.0,15.874507866387544,42.0,15.874507866387544,42.0,15.874507866387544,0,3,1,1,1,3,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,3,True,False,False
2022-01-03,2,8801,37.0,92.0,3404.0,Running Shoes,Apparel,43.0,43.0,52.0,43.666666666666664,7.023769168568491,43.666666666666664,7.023769168568491,43.666666666666664,7.023769168568491,0,3,1,1,1,3,0.0,1.0,0.49999999999999994,0.8660254037844387,0,1,2,True,False,False
2022-01-03,3,2205,0.0,0.0,0.0,Coffee Maker,Home,45.0,43.0,52.0,15.0,25.98076211353316,15.0,25.98076211353316,15.0,25.98076211353316,0,3,1,1,1,3,0.0,1.0,0.49999999999999994,0.8660254037844387,0,2,0,False,False,True
2022-01-03,2,2205,43.0,82.3,3538.9,Coffee Maker,Home,53.0,43.0,52.0,46.333333333333336,5.773502691896258,46.333333333333336,5.773502691896258,46.333333333333336,5.773502691896258,0,3,1,1,1,3,0.0,1.0,0.49999999999999994,0.8660254037844387,0,1,0,False,False,True
2022-01-03,2,5502,25.0,55.5,1387.5,Bluetooth Speaker,Electronics,46.0,43.0,52.0,45.666666666666664,20.502032419575706,45.666666666666664,20.502032419575706,45.666666666666664,20.502032419575706,0,3,1,1,1,3,0.0,1.0,0.49999999999999994,0.8660254037844387,0,1,1,False,True,False
2022-01-04,3,5502,33.0,61.91,2043.03,Bluetooth Speaker,Electronics,38.0,43.0,52.0,34.75,3.9475730941090035,34.75,3.9475730941090035,34.75,3.9475730941090035,1,4,1,1,1,4,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,2,1,False,True,False
2022-01-04,1,8802,31.0,18.99,588.6899999999999,Cotton T-Shirt,Apparel,24.0,43.0,52.0,39.25,14.080127840328723,39.25,14.080127840328723,39.25,14.080127840328723,1,4,1,1,1,4,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,3,True,False,False
2022-01-04,2,8802,30.0,18.75,562.5,Cotton T-Shirt,Apparel,36.0,43.0,52.0,40.25,9.464847243000454,40.25,9.464847243000454,40.25,9.464847243000454,1,4,1,1,1,4,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,1,3,True,False,False
2022-01-04,2,2205,32.0,78.63,2516.16,Coffee Maker,Home,43.0,43.0,52.0,42.75,8.578072821638516,42.75,8.578072821638516,42.75,8.578072821638516,1,4,1,1,1,4,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,1,0,False,False,True
2022-01-04,2,8801,42.0,96.29,4044.18,Running Shoes,Apparel,37.0,43.0,52.0,43.25,5.795112883571235,43.25,5.795112883571235,43.25,5.795112883571235,1,4,1,1,1,4,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,1,2,True,False,False
2022-01-04,2,5502,59.0,57.26,3378.34,Bluetooth Speaker,Electronics,25.0,43.0,52.0,49.0,18.01850900231944,49.0,18.01850900231944,49.0,18.01850900231944,1,4,1,1,1,4,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,1,1,False,True,False
2022-01-04,1,5502,34.0,59.37,2018.58,Bluetooth Speaker,Electronics,51.0,43.0,52.0,34.25,24.281337140555774,34.25,24.281337140555774,34.25,24.281337140555774,1,4,1,1,1,4,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,1,False,True,False
2022-01-04,3,2205,33.0,81.68,2695.44,Coffee Maker,Home,0.0,43.0,52.0,19.5,23.043437243605826,19.5,23.043437243605826,19.5,23.043437243605826,1,4,1,1,1,4,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,2,0,False,False,True
2022-01-04,1,2205,33.0,85.9,2834.7000000000003,Coffee Maker,Home,0.0,43.0,52.0,34.25,27.78938646318051,34.25,27.78938646318051,34.25,27.78938646318051,1,4,1,1,1,4,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,0,False,False,True
2022-01-04,1,8801,26.0,90.49,2352.74,Running Shoes,Apparel,25.0,43.0,52.0,34.25,10.1447851956888,34.25,10.1447851956888,34.25,10.1447851956888,1,4,1,1,1,4,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,2,True,False,False
2022-01-04,3,8802,36.0,18.22,655.92,Cotton T-Shirt,Apparel,21.0,43.0,52.0,30.5,9.539392014169456,30.5,9.539392014169456,30.5,9.539392014169456,1,4,1,1,1,4,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,2,3,True,False,False
2022-01-04,3,8801,38.0,100.53,3820.14,Running Shoes,Apparel,30.0,43.0,52.0,42.75,12.685293322058687,42.75,12.685293322058687,42.75,12.685293322058687,1,4,1,1,1,4,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,2,2,True,False,False
2022-01-05,3,8802,34.0,18.6,632.4000000000001,Cotton T-Shirt,Apparel,36.0,43.0,52.0,31.2,8.408329203831164,31.2,8.408329203831164,31.2,8.408329203831164,2,5,1,1,1,5,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,2,3,True,False,False
2022-01-05,3,8801,32.0,96.2,3078.4,Running Shoes,Apparel,38.0,43.0,52.0,40.6,11.991663771137016,40.6,11.991663771137016,40.6,11.991663771137016,2,5,1,1,1,5,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,2,2,True,False,False
2022-01-05,1,2205,34.0,77.08,2620.72,Coffee Maker,Home,33.0,43.0,52.0,34.2,24.06657433038612,34.2,24.06657433038612,34.2,24.06657433038612,2,5,1,1,1,5,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,0,False,False,True
2022-01-05,2,8802,26.0,18.7,486.2,Cotton T-Shirt,Apparel,30.0,43.0,52.0,37.4,10.382677881933928,37.4,10.382677881933928,37.4,10.382677881933928,2,5,1,1,1,5,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,1,3,True,False,False
2022-01-05,1,8801,35.0,87.66,3068.1,Running Shoes,Apparel,26.0,43.0,52.0,34.4,8.792041856133306,34.4,8.792041856133306,34.4,8.792041856133306,2,5,1,1,1,5,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,2,True,False,False
2022-01-05,2,8801,22.0,94.05,2069.1,Running Shoes,Apparel,42.0,43.0,52.0,39.0,10.747092630102339,39.0,10.747092630102339,39.0,10.747092630102339,2,5,1,1,1,5,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,1,2,True,False,False
2022-01-05,2,5502,42.0,56.46,2371.32,Bluetooth Speaker,Electronics,59.0,43.0,52.0,47.6,15.915401345866211,47.6,15.915401345866211,47.6,15.915401345866211,2,5,1,1,1,5,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,1,1,False,True,False
2022-01-05,2,2205,56.0,86.87,4864.72,Coffee Maker,Home,32.0,43.0,52.0,45.4,9.50263121456368,45.4,9.50263121456368,45.4,9.50263121456368,2,5,1,1,1,5,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,1,0,False,False,True
2022-01-05,1,8802,39.0,20.56,801.8399999999999,Cotton T-Shirt,Apparel,31.0,43.0,52.0,39.2,12.19426094521517,39.2,12.19426094521517,39.2,12.19426094521517,2,5,1,1,1,5,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,3,True,False,False
2022-01-05,3,5502,38.0,55.58,2112.04,Bluetooth Speaker,Electronics,33.0,43.0,52.0,35.4,3.714835124201342,35.4,3.714835124201342,35.4,3.714835124201342,2,5,1,1,1,5,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,2,1,False,True,False
2022-01-05,3,2205,0.0,0.0,0.0,Coffee Maker,Home,33.0,43.0,52.0,15.6,21.77842969545784,15.6,21.77842969545784,15.6,21.77842969545784,2,5,1,1,1,5,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,2,0,False,False,True
2022-01-05,1,5502,51.0,62.09,3166.59,Bluetooth Speaker,Electronics,34.0,43.0,52.0,37.6,22.322634253152113,37.6,22.322634253152113,37.6,22.322634253152113,2,5,1,1,1,5,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,1,False,True,False
2022-01-06,1,2205,40.0,85.77,3430.8,Coffee Maker,Home,34.0,43.0,52.0,35.166666666666664,21.655638218871935,35.166666666666664,21.655638218871935,35.166666666666664,21.655638218871935,3,6,1,1,1,6,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,0,False,False,True
2022-01-06,2,5502,34.0,56.44,1918.96,Bluetooth Speaker,Electronics,42.0,43.0,52.0,45.333333333333336,15.279616051022575,45.333333333333336,15.279616051022575,45.333333333333336,15.279616051022575,3,6,1,1,1,6,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,1,1,False,True,False
2022-01-06,3,5502,15.0,54.2,813.0,Bluetooth Speaker,Electronics,38.0,43.0,52.0,32.0,8.966604708583958,32.0,8.966604708583958,32.0,8.966604708583958,3,6,1,1,1,6,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,2,1,False,True,False
2022-01-06,3,8802,30.0,18.73,561.9,Cotton T-Shirt,Apparel,34.0,43.0,52.0,31.0,7.536577472566709,31.0,7.536577472566709,31.0,7.536577472566709,3,6,1,1,1,6,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,2,3,True,False,False
2022-01-06,2,8801,27.0,88.61,2392.47,Running Shoes,Apparel,22.0,43.0,52.0,37.0,10.788883167408942,37.0,10.788883167408942,37.0,10.788883167408942,3,6,1,1,1,6,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,1,2,True,False,False
2022-01-06,2,2205,20.0,85.47,1709.4,Coffee Maker,Home,56.0,43.0,52.0,41.166666666666664,13.407709225168432,41.166666666666664,13.407709225168432,41.166666666666664,13.407709225168432,3,6,1,1,1,6,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,1,0,False,False,True
2022-01-06,3,8801,30.0,94.24,2827.2,Running Shoes,Apparel,32.0,43.0,52.0,38.833333333333336,11.565754046609616,38.833333333333336,11.565754046609616,38.833333333333336,11.565754046609616,3,6,1,1,1,6,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,2,2,True,False,False
2022-01-06,1,8801,52.0,91.53,4759.56,Running Shoes,Apparel,35.0,43.0,52.0,37.333333333333336,10.652073350604882,37.333333333333336,10.652073350604882,37.333333333333336,10.652073350604882,3,6,1,1,1,6,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,2,True,False,False
2022-01-06,2,8802,0.0,0.0,0.0,Cotton T-Shirt,Apparel,26.0,43.0,52.0,31.166666666666668,17.870832847594613,31.166666666666668,17.870832847594613,31.166666666666668,17.870832847594613,3,6,1,1,1,6,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,1,3,True,False,False
2022-01-06,3,2205,27.0,84.98,2294.46,Coffee Maker,Home,0.0,43.0,52.0,17.5,20.0274811197015,17.5,20.0274811197015,17.5,20.0274811197015,3,6,1,1,1,6,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,2,0,False,False,True
2022-01-06,1,5502,35.0,59.7,2089.5,Bluetooth Speaker,Electronics,51.0,43.0,52.0,37.166666666666664,19.994165815724013,37.166666666666664,19.994165815724013,37.166666666666664,19.994165815724013,3,6,1,1,1,6,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,1,False,True,False
2022-01-06,1,8802,27.0,20.27,547.29,Cotton T-Shirt,Apparel,39.0,43.0,52.0,37.166666666666664,11.990273836183503,37.166666666666664,11.990273836183503,37.166666666666664,11.990273836183503,3,6,1,1,1,6,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,3,True,False,False
2022-01-07,3,8802,42.0,19.15,804.3,Cotton T-Shirt,Apparel,30.0,43.0,52.0,32.57142857142857,8.038597366397177,32.57142857142857,8.038597366397177,32.57142857142857,8.038597366397177,4,7,1,1,1,7,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,2,3,True,False,False
2022-01-07,3,5502,25.0,58.8,1470.0,Bluetooth Speaker,Electronics,15.0,43.0,52.0,31.0,8.602325267042627,31.0,8.602325267042627,31.0,8.602325267042627,4,7,1,1,1,7,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,2,1,False,True,False
2022-01-07,2,5502,20.0,60.67,1213.4,Bluetooth Speaker,Electronics,34.0,43.0,52.0,41.714285714285715,16.918572494099354,41.714285714285715,16.918572494099354,41.714285714285715,16.918572494099354,4,7,1,1,1,7,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,1,1,False,True,False
2022-01-07,1,8801,42.0,90.93,3819.06,Running Shoes,Apparel,52.0,43.0,52.0,38.0,9.882644720249065,38.0,9.882644720249065,38.0,9.882644720249065,4,7,1,1,1,7,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,2,True,False,False
2022-01-07,1,8802,36.0,19.56,704.16,Cotton T-Shirt,Apparel,27.0,43.0,52.0,37.0,10.954451150103322,37.0,10.954451150103322,37.0,10.954451150103322,4,7,1,1,1,7,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,3,True,False,False
2022-01-07,2,2205,41.0,88.32,3621.12,Coffee Maker,Home,20.0,43.0,52.0,41.142857142857146,12.23967008581211,41.142857142857146,12.23967008581211,41.142857142857146,12.23967008581211,4,7,1,1,1,7,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,1,0,False,False,True
2022-01-07,1,5502,23.0,59.52,1368.96,Bluetooth Speaker,Electronics,35.0,43.0,52.0,35.142857142857146,19.021291328653895,35.142857142857146,19.021291328653895,35.142857142857146,19.021291328653895,4,7,1,1,1,7,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,1,False,True,False
2022-01-07,1,2205,48.0,93.28,4477.4400000000005,Coffee Maker,Home,40.0,43.0,52.0,37.0,20.35517952102937,37.0,20.35517952102937,37.0,20.35517952102937,4,7,1,1,1,7,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,0,False,False,True
2022-01-07,3,8801,38.0,97.71,3712.98,Running Shoes,Apparel,30.0,43.0,52.0,38.714285714285715,10.56273774035068,38.714285714285715,10.56273774035068,38.714285714285715,10.56273774035068,4,7,1,1,1,7,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,2,2,True,False,False
2022-01-07,2,8801,27.0,88.71,2395.17,Running Shoes,Apparel,27.0,43.0,52.0,35.57142857142857,10.549204438521148,35.57142857142857,10.549204438521148,35.57142857142857,10.549204438521148,4,7,1,1,1,7,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,1,2,True,False,False
2022-01-07,3,2205,39.0,92.75,3617.25,Coffee Maker,Home,27.0,43.0,52.0,20.571428571428573,20.00714158208799,20.571428571428573,20.00714158208799,20.571428571428573,20.00714158208799,4,7,1,1,1,7,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,2,0,False,False,True
2022-01-07,2,8802,26.0,20.24,526.24,Cotton T-Shirt,Apparel,0.0,43.0,52.0,30.428571428571427,16.430227659785512,30.428571428571427,16.430227659785512,30.428571428571427,16.430227659785512,4,7,1,1,1,7,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,1,3,True,False,False
2022-01-08,2,2205,51.0,78.07,3981.57,Coffee Maker,Home,41.0,43.0,52.0,42.285714285714285,12.802529511966059,42.375,11.855529150087373,42.375,11.855529150087373,5,8,1,1,1,8,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,1,0,False,False,True
2022-01-08,1,2205,36.0,89.53,3223.08,Coffee Maker,Home,48.0,36.0,52.0,37.0,20.35517952102937,36.875,18.84855053161535,36.875,18.84855053161535,5,8,1,1,1,8,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,0,False,False,True
2022-01-08,1,8802,45.0,18.24,820.8,Cotton T-Shirt,Apparel,36.0,48.0,52.0,36.57142857142857,10.501700542565203,38.0,10.528871870107588,38.0,10.528871870107588,5,8,1,1,1,8,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,0,3,True,False,False
2022-01-08,3,2205,57.0,82.13,4681.41,Coffee Maker,Home,39.0,0.0,52.0,28.714285714285715,21.761696362449058,25.125,22.560632589915176,25.125,22.560632589915176,5,8,1,1,1,8,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,2,0,False,False,True
2022-01-08,2,8801,0.0,0.0,0.0,Running Shoes,Apparel,27.0,51.0,52.0,28.285714285714285,14.851647335276601,31.125,15.923365581075235,31.125,15.923365581075235,5,8,1,1,1,8,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,1,2,True,False,False
2022-01-08,3,8802,49.0,21.84,1070.16,Cotton T-Shirt,Apparel,42.0,24.0,52.0,36.142857142857146,9.081640296564848,34.625,9.440603794249602,34.625,9.440603794249602,5,8,1,1,1,8,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,2,3,True,False,False
2022-01-08,2,5502,0.0,0.0,0.0,Bluetooth Speaker,Electronics,20.0,66.0,52.0,32.285714285714285,19.34523443223409,36.5,21.514114968019086,36.5,21.514114968019086,5,8,1,1,1,8,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,1,1,1,False,True,False
