date,store_id,sku_id,qty_sold,transaction_price,revenue,margin,cost_price,sell_price,product_name,category,margin_pct
2022-01-02,2,8801,43,89.41,3844.6299999999997,2124.6299999999997,40,95,Running Shoes,Apparel,123.52
2022-01-03,2,2205,43,82.3,3538.9,1603.8999999999999,45,85,Coffee Maker,Home,82.89
2022-01-03,3,8802,21,20.78,436.38,268.38,8,20,Cotton T-Shirt,Apparel,159.75
2022-01-03,3,8801,30,101.36,3040.8,1840.8,40,95,Running Shoes,Apparel,153.4
2022-01-03,3,5502,38,64.88,2465.4399999999996,1515.4399999999998,25,60,Bluetooth Speaker,Electronics,159.52
2022-01-03,2,8802,36,20.2,727.1999999999999,439.2,8,20,Cotton T-Shirt,Apparel,152.5
2022-01-03,1,8802,24,20.83,499.91999999999996,307.91999999999996,8,20,Cotton T-Shirt,Apparel,160.37
2022-01-03,2,5502,25,55.5,1387.5,762.5,25,60,Bluetooth Speaker,Electronics,122.0
2022-01-03,1,8801,25,101.64,2541.0,1541.0,40,95,Running Shoes,Apparel,154.1
2022-01-03,1,5502,51,56.76,2894.7599999999998,1619.76,25,60,Bluetooth Speaker,Electronics,127.04
2022-01-03,2,8801,37,92.0,3404.0,1924.0,40,95,Running Shoes,Apparel,130.0
2022-01-04,3,2205,33,81.68,2695.44,1210.4400000000003,45,85,Coffee Maker,Home,81.51
2022-01-04,3,8802,36,18.22,655.92,367.91999999999996,8,20,Cotton T-Shirt,Apparel,127.75
2022-01-04,3,8801,38,100.53,3820.14,2300.14,40,95,Running Shoes,Apparel,151.32
2022-01-04,3,5502,33,61.91,2043.03,1218.03,25,60,Bluetooth Speaker,Electronics,147.64
2022-01-04,2,2205,32,78.63,2516.16,1076.1599999999999,45,85,Coffee Maker,Home,74.73
2022-01-04,2,8802,30,18.75,562.5,322.5,8,20,Cotton T-Shirt,Apparel,134.38
2022-01-04,2,5502,59,57.26,3378.3399999999997,1903.34,25,60,Bluetooth Speaker,Electronics,129.04
2022-01-04,1,2205,33,85.9,2834.7000000000003,1349.7000000000003,45,85,Coffee Maker,Home,90.89
2022-01-04,1,8802,31,18.99,588.6899999999999,340.68999999999994,8,20,Cotton T-Shirt,Apparel,137.37
2022-01-04,1,8801,26,90.49,2352.74,1312.7399999999998,40,95,Running Shoes,Apparel,126.22
2022-01-04,1,5502,34,59.37,2018.58,1168.58,25,60,Bluetooth Speaker,Electronics,137.48
2022-01-04,2,8801,42,96.29,4044.1800000000003,2364.1800000000003,40,95,Running Shoes,Apparel,140.73
2022-01-05,2,2205,56,86.87,4864.72,2344.7200000000003,45,85,Coffee Maker,Home,93.04
2022-01-05,3,8802,34,18.6,632.4000000000001,360.40000000000003,8,20,Cotton T-Shirt,Apparel,132.5
2022-01-05,3,8801,32,96.2,3078.4,1798.4,40,95,Running Shoes,Apparel,140.5
2022-01-05,3,5502,38,55.58,2112.04,1162.04,25,60,Bluetooth Speaker,Electronics,122.32
2022-01-05,2,8802,26,18.7,486.2,278.2,8,20,Cotton T-Shirt,Apparel,133.75
2022-01-05,1,8802,39,20.56,801.8399999999999,489.84,8,20,Cotton T-Shirt,Apparel,157.0
2022-01-05,2,5502,42,56.46,2371.32,1321.32,25,60,Bluetooth Speaker,Electronics,125.84
2022-01-05,1,5502,51,62.09,3166.59,1891.5900000000001,25,60,Bluetooth Speaker,Electronics,148.36
2022-01-05,1,8801,35,87.66,3068.1,1668.1,40,95,Running Shoes,Apparel,119.15
2022-01-05,2,8801,22,94.05,2069.1,1189.1,40,95,Running Shoes,Apparel,135.12
2022-01-05,1,2205,34,77.08,2620.72,1090.72,45,85,Coffee Maker,Home,71.29
2022-01-06,3,2205,27,84.98,2294.46,1079.46,45,85,Coffee Maker,Home,88.84
2022-01-06,3,8802,30,18.73,561.9,321.90000000000003,8,20,Cotton T-Shirt,Apparel,134.12
2022-01-06,3,8801,30,94.24,2827.2,1627.1999999999998,40,95,Running Shoes,Apparel,135.6
2022-01-06,2,2205,20,85.47,1709.4,809.4,45,85,Coffee Maker,Home,89.93
2022-01-06,3,5502,15,54.2,813.0,438.00000000000006,25,60,Bluetooth Speaker,Electronics,116.8
2022-01-06,1,2205,40,85.77,3430.7999999999997,1630.7999999999997,45,85,Coffee Maker,Home,90.6
2022-01-06,1,8802,27,20.27,547.29,331.28999999999996,8,20,Cotton T-Shirt,Apparel,153.38
2022-01-06,1,8801,52,91.53,4759.56,2679.56,40,95,Running Shoes,Apparel,128.83
2022-01-06,1,5502,35,59.7,2089.5,1214.5,25,60,Bluetooth Speaker,Electronics,138.8
2022-01-06,2,5502,34,56.44,1918.96,1068.96,25,60,Bluetooth Speaker,Electronics,125.76
2022-01-06,2,8801,27,88.61,2392.47,1312.47,40,95,Running Shoes,Apparel,121.52
2022-01-07,2,8802,26,20.24,526.24,318.23999999999995,8,20,Cotton T-Shirt,Apparel,153.0
2022-01-07,3,2205,39,92.75,3617.25,1862.25,45,85,Coffee Maker,Home,106.11
2022-01-07,3,8802,42,19.15,804.3,468.29999999999995,8,20,Cotton T-Shirt,Apparel,139.37
2022-01-07,3,8801,38,97.71,3712.9799999999996,2192.9799999999996,40,95,Running Shoes,Apparel,144.27
2022-01-07,3,5502,25,58.8,1470.0,844.9999999999999,25,60,Bluetooth Speaker,Electronics,135.2
2022-01-07,2,2205,41,88.32,3621.12,1776.1199999999997,45,85,Coffee Maker,Home,96.27
2022-01-07,2,8801,27,88.71,2395.1699999999996,1315.1699999999998,40,95,Running Shoes,Apparel,121.78
2022-01-07,1,2205,48,93.28,4477.4400000000005,2317.44,45,85,Coffee Maker,Home,107.29
2022-01-07,1,8802,36,19.56,704.16,416.15999999999997,8,20,Cotton T-Shirt,Apparel,144.5
2022-01-07,1,8801,42,90.93,3819.0600000000004,2139.0600000000004,40,95,Running Shoes,Apparel,127.33
2022-01-07,1,5502,23,59.52,1368.96,793.96,25,60,Bluetooth Speaker,Electronics,138.08
2022-01-07,2,5502,20,60.67,1213.4,713.4000000000001,25,60,Bluetooth Speaker,Electronics,142.68
2022-01-08,3,2205,57,82.13,4681.41,2116.41,45,85,Coffee Maker,Home,82.51
2022-01-08,3,8802,49,21.84,1070.16,678.16,8,20,Cotton T-Shirt,Apparel,173.0
2022-01-08,3,8801,54,100.17,5409.18,3249.1800000000003,40,95,Running Shoes,Apparel,150.43
2022-01-08,3,5502,68,57.63,3918.84,2218.84,25,60,Bluetooth Speaker,Electronics,130.52
2022-01-08,2,2205,51,78.07,3981.5699999999997,1686.5699999999997,45,85,Coffee Maker,Home,73.49
2022-01-08,2,8802,69,20.08,1385.52,833.5199999999999,8,20,Cotton T-Shirt,Apparel,151.0
2022-01-08,1,8802,45,18.24,820.8,460.79999999999995,8,20,Cotton T-Shirt,Apparel,128.0
2022-01-08,1,8801,60,88.22,5293.2,2893.2,40,95,Running Shoes,Apparel,120.55
2022-01-08,1,5502,49,56.2,2753.8,1528.8000000000002,25,60,Bluetooth Speaker,Electronics,124.8
2022-01-08,1,2205,36,89.53,3223.08,1603.08,45,85,Coffee Maker,Home,98.96
2022-01-09,3,5502,51,62.05,3164.5499999999997,1889.55,25,60,Bluetooth Speaker,Electronics,148.2
2022-01-09,3,2205,64,78.99,5055.36,2175.3599999999997,45,85,Coffee Maker,Home,75.53
2022-01-09,3,8802,40,19.71,788.4000000000001,468.40000000000003,8,20,Cotton T-Shirt,Apparel,146.38
2022-01-09,3,8801,40,96.85,3874.0,2274.0,40,95,Running Shoes,Apparel,142.12
2022-01-09,2,2205,26,90.02,2340.52,1170.52,45,85,Coffee Maker,Home,100.04
2022-01-09,1,2205,61,84.05,5127.05,2382.0499999999997,45,85,Coffee Maker,Home,86.78
2022-01-09,2,5502,48,62.66,3007.68,1807.6799999999998,25,60,Bluetooth Speaker,Electronics,150.64
2022-01-09,1,5502,29,59.56,1727.24,1002.24,25,60,Bluetooth Speaker,Electronics,138.24
2022-01-09,1,8801,62,88.27,5472.74,2992.74,40,95,Running Shoes,Apparel,120.68
2022-01-09,2,8801,48,89.39,4290.72,2370.7200000000003,40,95,Running Shoes,Apparel,123.48
2022-01-09,1,8802,36,18.31,659.16,371.15999999999997,8,20,Cotton T-Shirt,Apparel,128.87
2022-01-10,2,2205,49,79.5,3895.5,1690.5,45,85,Coffee Maker,Home,76.67
2022-01-10,3,2205,37,83.82,3101.3399999999997,1436.3399999999997,45,85,Coffee Maker,Home,86.27
2022-01-10,3,8802,37,20.41,755.17,459.17,8,20,Cotton T-Shirt,Apparel,155.12
2022-01-10,3,8801,33,100.69,3322.77,2002.77,40,95,Running Shoes,Apparel,151.72
2022-01-10,2,8802,56,19.66,1100.96,652.96,8,20,Cotton T-Shirt,Apparel,145.75
2022-01-10,2,8801,48,92.28,4429.4400000000005,2509.44,40,95,Running Shoes,Apparel,130.7
2022-01-10,2,5502,21,63.32,1329.72,804.72,25,60,Bluetooth Speaker,Electronics,153.28
2022-01-10,1,2205,36,92.84,3342.2400000000002,1722.2400000000002,45,85,Coffee Maker,Home,106.31
2022-01-10,1,8802,37,19.01,703.37,407.37000000000006,8,20,Cotton T-Shirt,Apparel,137.63
2022-01-10,1,8801,41,93.22,3822.02,2182.02,40,95,Running Shoes,Apparel,133.05
2022-01-10,1,5502,61,61.61,3758.21,2233.21,25,60,Bluetooth Speaker,Electronics,146.44
2022-01-11,3,8802,18,20.7,372.59999999999997,228.6,8,20,Cotton T-Shirt,Apparel,158.75
2022-01-11,3,8801,30,103.57,3107.1,1907.1,40,95,Running Shoes,Apparel,158.92
2022-01-11,2,2205,26,79.64,2070.64,900.64,45,85,Coffee Maker,Home,76.98
2022-01-11,2,8802,29,18.67,541.4300000000001,309.43000000000006,8,20,Cotton T-Shirt,Apparel,133.38
2022-01-11,3,2205,33,89.72,2960.7599999999998,1475.76,45,85,Coffee Maker,Home,99.38
2022-01-11,2,8801,24,87.68,2104.32,1144.3200000000002,40,95,Running Shoes,Apparel,119.2
2022-01-11,1,2205,45,77.96,3508.2,1483.1999999999998,45,85,Coffee Maker,Home,73.24
2022-01-11,1,8802,31,19.17,594.2700000000001,346.27000000000004,8,20,Cotton T-Shirt,Apparel,139.63
2022-01-11,1,8801,44,92.1,4052.3999999999996,2292.3999999999996,40,95,Running Shoes,Apparel,130.25
2022-01-11,1,5502,52,55.48,2884.96,1584.9599999999998,25,60,Bluetooth Speaker,Electronics,121.92
2022-01-11,2,5502,28,62.67,1754.76,1054.76,25,60,Bluetooth Speaker,Electronics,150.68
2022-01-12,3,2205,29,82.0,2378.0,1073.0,45,85,Coffee Maker,Home,82.22
2022-01-12,3,8802,21,21.93,460.53,292.53,8,20,Cotton T-Shirt,Apparel,174.12
2022-01-12,3,8801,27,99.69,2691.63,1611.6299999999999,40,95,Running Shoes,Apparel,149.22
2022-01-12,3,5502,34,65.46,2225.64,1375.6399999999999,25,60,Bluetooth Speaker,Electronics,161.84
2022-01-12,2,2205,28,80.14,2243.92,983.9200000000001,45,85,Coffee Maker,Home,78.09
2022-01-12,2,8802,19,18.79,357.01,205.01,8,20,Cotton T-Shirt,Apparel,134.88
2022-01-12,2,5502,37,54.67,2022.79,1097.79,25,60,Bluetooth Speaker,Electronics,118.68
2022-01-12,1,8802,35,18.16,635.6,355.6,8,20,Cotton T-Shirt,Apparel,127.0
2022-01-12,1,8801,33,104.19,3438.27,2118.27,40,95,Running Shoes,Apparel,160.48
2022-01-12,1,5502,36,57.14,2057.04,1157.04,25,60,Bluetooth Speaker,Electronics,128.56
2022-01-12,2,8801,38,96.85,3680.2999999999997,2160.2999999999997,40,95,Running Shoes,Apparel,142.12
2022-01-13,3,2205,29,90.95,2637.55,1332.5500000000002,45,85,Coffee Maker,Home,102.11
2022-01-13,3,8802,33,21.33,703.89,439.88999999999993,8,20,Cotton T-Shirt,Apparel,166.62
2022-01-13,3,8801,51,93.87,4787.37,2747.3700000000003,40,95,Running Shoes,Apparel,134.68
2022-01-13,3,5502,34,61.95,2106.3,1256.3000000000002,25,60,Bluetooth Speaker,Electronics,147.8
2022-01-13,2,8802,30,20.54,616.1999999999999,376.2,8,20,Cotton T-Shirt,Apparel,156.75
2022-01-13,2,2205,52,85.25,4433.0,2093.0,45,85,Coffee Maker,Home,89.44
2022-01-13,2,5502,39,58.66,2287.74,1312.7399999999998,25,60,Bluetooth Speaker,Electronics,134.64
2022-01-13,1,5502,35,56.2,1967.0,1092.0,25,60,Bluetooth Speaker,Electronics,124.8
2022-01-13,2,8801,40,95.95,3838.0,2238.0,40,95,Running Shoes,Apparel,139.88
2022-01-13,1,8802,47,19.76,928.72,552.72,8,20,Cotton T-Shirt,Apparel,147.0
2022-01-13,1,8801,36,103.27,3717.72,2277.72,40,95,Running Shoes,Apparel,158.18
2022-01-14,3,2205,24,93.45,2242.8,1162.8000000000002,45,85,Coffee Maker,Home,107.67
2022-01-14,3,8802,37,21.85,808.45,512.45,8,20,Cotton T-Shirt,Apparel,173.13
2022-01-14,3,8801,34,102.73,3492.82,2132.82,40,95,Running Shoes,Apparel,156.83
2022-01-14,3,5502,28,60.37,1690.36,990.3599999999999,25,60,Bluetooth Speaker,Electronics,141.48
2022-01-14,2,8802,28,21.94,614.32,390.32000000000005,8,20,Cotton T-Shirt,Apparel,174.25
2022-01-14,2,2205,31,86.49,2681.19,1286.1899999999998,45,85,Coffee Maker,Home,92.2
2022-01-14,2,5502,42,54.11,2272.62,1222.62,25,60,Bluetooth Speaker,Electronics,116.44
2022-01-14,1,2205,35,90.25,3158.75,1583.75,45,85,Coffee Maker,Home,100.56
2022-01-14,1,8802,40,18.1,724.0,404.00000000000006,8,20,Cotton T-Shirt,Apparel,126.25
2022-01-14,1,8801,29,104.48,3029.92,1869.92,40,95,Running Shoes,Apparel,161.2
2022-01-14,1,5502,19,61.76,1173.44,698.4399999999999,25,60,Bluetooth Speaker,Electronics,147.04
2022-01-14,2,8801,58,94.82,5499.5599999999995,3179.5599999999995,40,95,Running Shoes,Apparel,137.05
2022-01-15,3,8802,41,18.51,758.9100000000001,430.9100000000001,8,20,Cotton T-Shirt,Apparel,131.38
2022-01-15,3,8801,56,91.93,5148.08,2908.0800000000004,40,95,Running Shoes,Apparel,129.83
2022-01-15,3,5502,46,64.94,2987.24,1837.2399999999998,25,60,Bluetooth Speaker,Electronics,159.76
2022-01-15,2,2205,54,79.65,4301.1,1871.1000000000004,45,85,Coffee Maker,Home,77.0
2022-01-15,2,8802,40,21.52,860.8,540.8,8,20,Cotton T-Shirt,Apparel,169.0
2022-01-15,2,8801,46,97.4,4480.400000000001,2640.4,40,95,Running Shoes,Apparel,143.5
2022-01-15,1,2205,20,91.48,1829.6000000000001,929.6000000000001,45,85,Coffee Maker,Home,103.29
2022-01-15,1,8802,53,21.06,1116.1799999999998,692.18,8,20,Cotton T-Shirt,Apparel,163.25
2022-01-15,1,8801,20,98.06,1961.2,1161.2,40,95,Running Shoes,Apparel,145.15
2022-01-15,1,5502,41,54.47,2233.27,1208.27,25,60,Bluetooth Speaker,Electronics,117.88
2022-01-15,2,5502,39,59.85,2334.15,1359.15,25,60,Bluetooth Speaker,Electronics,139.4
2022-01-16,3,2205,56,93.33,5226.48,2706.48,45,85,Coffee Maker,Home,107.4
2022-01-16,3,8802,36,20.76,747.36,459.36000000000007,8,20,Cotton T-Shirt,Apparel,159.5
2022-01-16,3,8801,61,91.68,5592.4800000000005,3152.4800000000005,40,95,Running Shoes,Apparel,129.2
2022-01-16,3,5502,55,54.32,2987.6,1612.6,25,60,Bluetooth Speaker,Electronics,117.28
2022-01-16,2,2205,34,82.32,2798.8799999999997,1268.8799999999997,45,85,Coffee Maker,Home,82.93
2022-01-16,2,8802,58,21.05,1220.9,756.9000000000001,8,20,Cotton T-Shirt,Apparel,163.12
2022-01-16,2,8801,52,101.73,5289.96,3209.96,40,95,Running Shoes,Apparel,154.32
2022-01-16,1,2205,45,90.62,4077.9,2052.9,45,85,Coffee Maker,Home,101.38
2022-01-16,1,8802,63,20.19,1271.97,767.97,8,20,Cotton T-Shirt,Apparel,152.38
2022-01-16,1,8801,50,99.87,4993.5,2993.5,40,95,Running Shoes,Apparel,149.68
2022-01-16,1,5502,29,57.73,1674.1699999999998,949.17,25,60,Bluetooth Speaker,Electronics,130.92
2022-01-16,2,5502,49,58.43,2863.07,1638.07,25,60,Bluetooth Speaker,Electronics,133.72
2022-01-17,2,2205,27,86.15,2326.05,1111.0500000000002,45,85,Coffee Maker,Home,91.44
2022-01-17,3,2205,31,91.8,2845.7999999999997,1450.8,45,85,Coffee Maker,Home,104.0
2022-01-17,3,8802,27,21.17,571.59,355.59000000000003,8,20,Cotton T-Shirt,Apparel,164.63
2022-01-17,3,5502,33,55.0,1815.0,990.0,25,60,Bluetooth Speaker,Electronics,120.0
2022-01-17,2,8802,32,19.57,626.24,370.24,8,20,Cotton T-Shirt,Apparel,144.62
2022-01-17,3,8801,33,101.79,3359.07,2039.0700000000002,40,95,Running Shoes,Apparel,154.48
2022-01-17,2,5502,49,64.87,3178.63,1953.63,25,60,Bluetooth Speaker,Electronics,159.48
2022-01-17,1,2205,31,78.66,2438.46,1043.4599999999998,45,85,Coffee Maker,Home,74.8
2022-01-17,1,8802,29,20.39,591.3100000000001,359.31,8,20,Cotton T-Shirt,Apparel,154.88
2022-01-17,2,8801,27,101.52,2741.04,1661.04,40,95,Running Shoes,Apparel,153.8
2022-01-17,1,8801,26,89.29,2321.54,1281.5400000000002,40,95,Running Shoes,Apparel,123.22
2022-01-17,1,5502,26,62.69,1629.94,979.9399999999999,25,60,Bluetooth Speaker,Electronics,150.76
2022-01-18,3,2205,47,77.5,3642.5,1527.5,45,85,Coffee Maker,Home,72.22
2022-01-18,3,8802,26,19.9,517.4,309.4,8,20,Cotton T-Shirt,Apparel,148.75
2022-01-18,3,8801,40,86.3,3452.0,1852.0,40,95,Running Shoes,Apparel,115.75
2022-01-18,3,5502,33,57.76,1906.08,1081.08,25,60,Bluetooth Speaker,Electronics,131.04
2022-01-18,2,2205,40,87.58,3503.2,1703.1999999999998,45,85,Coffee Maker,Home,94.62
2022-01-18,2,8802,36,21.45,772.1999999999999,484.2,8,20,Cotton T-Shirt,Apparel,168.12
2022-01-18,2,8801,25,95.5,2387.5,1387.5,40,95,Running Shoes,Apparel,138.75
2022-01-18,2,5502,30,62.93,1887.9,1137.9,25,60,Bluetooth Speaker,Electronics,151.72
2022-01-18,1,2205,35,92.52,3238.2,1663.1999999999998,45,85,Coffee Maker,Home,105.6
2022-01-18,1,8802,40,18.31,732.4,412.4,8,20,Cotton T-Shirt,Apparel,128.87
2022-01-18,1,8801,43,93.15,4005.4500000000003,2285.4500000000003,40,95,Running Shoes,Apparel,132.88
2022-01-18,1,5502,34,60.84,2068.56,1218.5600000000002,25,60,Bluetooth Speaker,Electronics,143.36
2022-01-19,3,2205,50,83.43,4171.5,1921.5000000000005,45,85,Coffee Maker,Home,85.4
2022-01-19,3,8802,45,19.48,876.6,516.6,8,20,Cotton T-Shirt,Apparel,143.5
2022-01-19,3,8801,18,93.24,1678.32,958.3199999999999,40,95,Running Shoes,Apparel,133.1
2022-01-19,3,5502,31,57.13,1771.03,996.0300000000001,25,60,Bluetooth Speaker,Electronics,128.52
2022-01-19,2,2205,42,81.03,3403.26,1513.26,45,85,Coffee Maker,Home,80.07
2022-01-19,2,8802,29,19.18,556.22,324.21999999999997,8,20,Cotton T-Shirt,Apparel,139.75
2022-01-19,2,5502,23,61.09,1405.0700000000002,830.07,25,60,Bluetooth Speaker,Electronics,144.36
2022-01-19,1,2205,24,90.36,2168.64,1088.6399999999999,45,85,Coffee Maker,Home,100.8
2022-01-19,1,8802,54,19.35,1044.9,612.9000000000001,8,20,Cotton T-Shirt,Apparel,141.88
2022-01-19,1,8801,33,88.1,2907.2999999999997,1587.2999999999997,40,95,Running Shoes,Apparel,120.25
2022-01-19,1,5502,42,55.65,2337.2999999999997,1287.3,25,60,Bluetooth Speaker,Electronics,122.6
2022-01-19,2,8801,31,98.99,3068.69,1828.6899999999998,40,95,Running Shoes,Apparel,147.47
2022-01-20,2,8802,36,19.74,710.64,422.63999999999993,8,20,Cotton T-Shirt,Apparel,146.75
2022-01-20,3,8802,43,19.65,844.9499999999999,500.94999999999993,8,20,Cotton T-Shirt,Apparel,145.62
2022-01-20,3,8801,41,101.98,4181.18,2541.1800000000003,40,95,Running Shoes,Apparel,154.95
2022-01-20,3,5502,45,59.81,2691.4500000000003,1566.45,25,60,Bluetooth Speaker,Electronics,139.24
2022-01-20,2,2205,37,79.61,2945.57,1280.57,45,85,Coffee Maker,Home,76.91
2022-01-20,1,2205,38,81.44,3094.72,1384.7199999999998,45,85,Coffee Maker,Home,80.98
2022-01-20,3,2205,31,81.37,2522.4700000000003,1127.4700000000003,45,85,Coffee Maker,Home,80.82
2022-01-20,1,8802,49,19.89,974.61,582.61,8,20,Cotton T-Shirt,Apparel,148.62
2022-01-20,1,8801,20,99.75,1995.0,1195.0,40,95,Running Shoes,Apparel,149.38
2022-01-20,1,5502,27,54.88,1481.76,806.7600000000001,25,60,Bluetooth Speaker,Electronics,119.52
2022-01-20,2,5502,38,65.76,2498.88,1548.88,25,60,Bluetooth Speaker,Electronics,163.04
2022-01-21,3,8801,31,100.7,3121.7000000000003,1881.7,40,95,Running Shoes,Apparel,151.75
2022-01-21,3,5502,28,60.62,1697.36,997.3599999999999,25,60,Bluetooth Speaker,Electronics,142.48
2022-01-21,3,2205,40,83.89,3355.6,1555.6,45,85,Coffee Maker,Home,86.42
2022-01-21,3,8802,53,19.29,1022.37,598.37,8,20,Cotton T-Shirt,Apparel,141.12
2022-01-21,2,2205,28,79.34,2221.52,961.5200000000001,45,85,Coffee Maker,Home,76.31
2022-01-21,2,8801,47,86.71,4075.37,2195.37,40,95,Running Shoes,Apparel,116.77
2022-01-21,2,8802,12,19.32,231.84,135.84,8,20,Cotton T-Shirt,Apparel,141.5
2022-01-21,1,2205,42,85.12,3575.04,1685.0400000000002,45,85,Coffee Maker,Home,89.16
2022-01-21,1,8802,46,18.69,859.74,491.74000000000007,8,20,Cotton T-Shirt,Apparel,133.63
2022-01-21,1,8801,38,87.16,3312.08,1792.08,40,95,Running Shoes,Apparel,117.9
2022-01-21,1,5502,35,55.34,1936.9,1061.9,25,60,Bluetooth Speaker,Electronics,121.36
2022-01-22,3,2205,23,91.46,2103.58,1068.58,45,85,Coffee Maker,Home,103.24
2022-01-22,3,8802,46,19.54,898.8399999999999,530.8399999999999,8,20,Cotton T-Shirt,Apparel,144.25
2022-01-22,3,8801,42,86.53,3634.26,1954.26,40,95,Running Shoes,Apparel,116.33
2022-01-22,3,5502,65,63.73,4142.45,2517.45,25,60,Bluetooth Speaker,Electronics,154.92
2022-01-22,2,2205,21,85.91,1804.11,859.1099999999999,45,85,Coffee Maker,Home,90.91
2022-01-22,2,8802,65,21.04,1367.6,847.5999999999999,8,20,Cotton T-Shirt,Apparel,163.0
2022-01-22,2,8801,48,92.53,4441.4400000000005,2521.44,40,95,Running Shoes,Apparel,131.32
2022-01-22,2,5502,57,65.5,3733.5,2308.5,25,60,Bluetooth Speaker,Electronics,162.0
2022-01-22,1,2205,43,82.78,3559.54,1624.54,45,85,Coffee Maker,Home,83.96
2022-01-22,1,8802,43,20.19,868.1700000000001,524.1700000000001,8,20,Cotton T-Shirt,Apparel,152.38
2022-01-22,1,8801,62,96.56,5986.72,3506.7200000000003,40,95,Running Shoes,Apparel,141.4
2022-01-22,1,5502,56,55.08,3084.48,1684.48,25,60,Bluetooth Speaker,Electronics,120.32
2022-01-23,3,2205,35,81.07,2837.45,1262.4499999999998,45,85,Coffee Maker,Home,80.16
2022-01-23,3,8802,64,21.44,1372.16,860.1600000000001,8,20,Cotton T-Shirt,Apparel,168.0
2022-01-23,3,8801,52,100.01,5200.52,3120.5200000000004,40,95,Running Shoes,Apparel,150.02
2022-01-23,2,8802,55,18.8,1034.0,594.0,8,20,Cotton T-Shirt,Apparel,135.0
2022-01-23,2,5502,66,60.19,3972.54,2322.54,25,60,Bluetooth Speaker,Electronics,140.76
2022-01-23,1,8802,60,21.33,1279.8,799.8,8,20,Cotton T-Shirt,Apparel,166.62
2022-01-23,1,2205,40,83.88,3355.2,1555.1999999999998,45,85,Coffee Maker,Home,86.4
2022-01-23,1,8801,50,99.5,4975.0,2975.0,40,95,Running Shoes,Apparel,148.75
2022-01-23,1,5502,35,54.06,1892.1000000000001,1017.1000000000001,25,60,Bluetooth Speaker,Electronics,116.24
2022-01-23,2,8801,46,99.68,4585.280000000001,2745.28,40,95,Running Shoes,Apparel,149.2
2022-01-24,3,8802,31,21.99,681.6899999999999,433.68999999999994,8,20,Cotton T-Shirt,Apparel,174.87
2022-01-24,3,8801,30,99.12,2973.6000000000004,1773.6000000000001,40,95,Running Shoes,Apparel,147.8
2022-01-24,3,5502,33,60.46,1995.18,1170.18,25,60,Bluetooth Speaker,Electronics,141.84
2022-01-24,2,2205,25,89.28,2232.0,1107.0,45,85,Coffee Maker,Home,98.4
2022-01-24,2,8802,37,18.71,692.27,396.27000000000004,8,20,Cotton T-Shirt,Apparel,133.88
2022-01-24,2,5502,34,58.17,1977.78,1127.78,25,60,Bluetooth Speaker,Electronics,132.68
2022-01-24,1,2205,48,93.33,4479.84,2319.84,45,85,Coffee Maker,Home,107.4
2022-01-24,1,8802,47,18.61,874.67,498.66999999999996,8,20,Cotton T-Shirt,Apparel,132.62
