date,store_id,sku_id,qty_sold,transaction_price,product_name,category,cost_price,sell_price,revenue,margin
2022-01-07,2,8801,27,88.71,Running Shoes,Apparel,40,95,2395.1699999999996,1315.1699999999998
2022-01-07,2,8802,26,20.24,Cotton T-Shirt,Apparel,8,20,526.24,318.23999999999995
2022-01-07,2,2205,41,88.32,Coffee Maker,Home,45,85,3621.12,1776.1199999999997
2022-01-07,3,5501,24,438.96,4K LED Smart TV,Electronics,300,450,10535.039999999999,3335.0399999999995
2022-01-07,3,5502,25,58.8,Bluetooth Speaker,Electronics,25,60,1470.0,844.9999999999999
2022-01-07,3,8801,38,97.71,Running Shoes,Apparel,40,95,3712.9799999999996,2192.9799999999996
2022-01-07,3,8802,42,19.15,Cotton T-Shirt,Apparel,8,20,804.3,468.29999999999995
2022-01-07,3,2205,39,92.75,Coffee Maker,Home,45,85,3617.25,1862.25
2022-01-08,1,5501,47,413.41,4K LED Smart TV,Electronics,300,450,19430.27,5330.270000000001
2022-01-08,1,5502,49,56.2,Bluetooth Speaker,Electronics,25,60,2753.8,1528.8000000000002
2022-01-08,1,8801,60,88.22,Running Shoes,Apparel,40,95,5293.2,2893.2
2022-01-08,1,8802,45,18.24,Cotton T-Shirt,Apparel,8,20,820.8,460.79999999999995
2022-01-08,1,2205,36,89.53,Coffee Maker,Home,45,85,3223.08,1603.08
2022-01-08,2,5501,46,483.69,4K LED Smart TV,Electronics,300,450,22249.74,8449.74
2022-01-08,2,8802,69,20.08,Cotton T-Shirt,Apparel,8,20,1385.52,833.5199999999999
2022-01-08,2,2205,51,78.07,Coffee Maker,Home,45,85,3981.5699999999997,1686.5699999999997
2022-01-08,3,5501,48,458.07,4K LED Smart TV,Electronics,300,450,21987.36,7587.36
2022-01-08,3,5502,68,57.63,Bluetooth Speaker,Electronics,25,60,3918.84,2218.84
2022-01-08,3,8801,54,100.17,Running Shoes,Apparel,40,95,5409.18,3249.1800000000003
2022-01-08,3,8802,49,21.84,Cotton T-Shirt,Apparel,8,20,1070.16,678.16
2022-01-08,3,2205,57,82.13,Coffee Maker,Home,45,85,4681.41,2116.41
2022-01-09,1,5501,40,483.94,4K LED Smart TV,Electronics,300,450,19357.6,7357.6
2022-01-09,1,5502,29,59.56,Bluetooth Speaker,Electronics,25,60,1727.24,1002.24
2022-01-09,1,8801,62,88.27,Running Shoes,Apparel,40,95,5472.74,2992.74
2022-01-09,1,8802,36,18.31,Cotton T-Shirt,Apparel,8,20,659.16,371.15999999999997
2022-01-09,1,2205,61,84.05,Coffee Maker,Home,45,85,5127.05,2382.0499999999997
2022-01-09,2,5501,37,426.59,4K LED Smart TV,Electronics,300,450,15783.83,4683.829999999999
2022-01-09,2,5502,48,62.66,Bluetooth Speaker,Electronics,25,60,3007.68,1807.6799999999998
2022-01-09,2,8801,48,89.39,Running Shoes,Apparel,40,95,4290.72,2370.7200000000003
2022-01-09,2,2205,26,90.02,Coffee Maker,Home,45,85,2340.52,1170.52
2022-01-09,3,5501,49,479.32,4K LED Smart TV,Electronics,300,450,23486.68,8786.68
2022-01-09,3,5502,51,62.05,Bluetooth Speaker,Electronics,25,60,3164.5499999999997,1889.55
2022-01-09,3,8801,40,96.85,Running Shoes,Apparel,40,95,3874.0,2274.0
2022-01-09,3,8802,40,19.71,Cotton T-Shirt,Apparel,8,20,788.4000000000001,468.40000000000003
2022-01-09,3,2205,64,78.99,Coffee Maker,Home,45,85,5055.36,2175.3599999999997
2022-01-10,1,5501,23,438.01,4K LED Smart TV,Electronics,300,450,10074.23,3174.2299999999996
2022-01-10,1,5502,61,61.61,Bluetooth Speaker,Electronics,25,60,3758.21,2233.21
2022-01-10,1,8801,41,93.22,Running Shoes,Apparel,40,95,3822.02,2182.02
2022-01-10,1,8802,37,19.01,Cotton T-Shirt,Apparel,8,20,703.37,407.37000000000006
2022-01-10,1,2205,36,92.84,Coffee Maker,Home,45,85,3342.2400000000002,1722.2400000000002
2022-01-10,2,5501,39,474.27,4K LED Smart TV,Electronics,300,450,18496.53,6796.529999999999
2022-01-10,2,5502,21,63.32,Bluetooth Speaker,Electronics,25,60,1329.72,804.72
2022-01-10,2,8801,48,92.28,Running Shoes,Apparel,40,95,4429.4400000000005,2509.44
2022-01-10,2,8802,56,19.66,Cotton T-Shirt,Apparel,8,20,1100.96,652.96
2022-01-10,2,2205,49,79.5,Coffee Maker,Home,45,85,3895.5,1690.5
2022-01-10,3,5501,37,411.7,4K LED Smart TV,Electronics,300,450,15232.9,4132.9
2022-01-10,3,8801,33,100.69,Running Shoes,Apparel,40,95,3322.77,2002.77
2022-01-10,3,8802,37,20.41,Cotton T-Shirt,Apparel,8,20,755.17,459.17
2022-01-10,3,2205,37,83.82,Coffee Maker,Home,45,85,3101.3399999999997,1436.3399999999997
2022-01-11,1,5501,27,461.81,4K LED Smart TV,Electronics,300,450,12468.87,4368.87
2022-01-11,1,5502,52,55.48,Bluetooth Speaker,Electronics,25,60,2884.96,1584.9599999999998
2022-01-11,1,8801,44,92.1,Running Shoes,Apparel,40,95,4052.3999999999996,2292.3999999999996
2022-01-11,1,8802,31,19.17,Cotton T-Shirt,Apparel,8,20,594.2700000000001,346.27000000000004
2022-01-11,1,2205,45,77.96,Coffee Maker,Home,45,85,3508.2,1483.1999999999998
2022-01-11,2,5501,26,453.48,4K LED Smart TV,Electronics,300,450,11790.48,3990.4800000000005
2022-01-11,2,5502,28,62.67,Bluetooth Speaker,Electronics,25,60,1754.76,1054.76
2022-01-11,2,8801,24,87.68,Running Shoes,Apparel,40,95,2104.32,1144.3200000000002
2022-01-11,2,8802,29,18.67,Cotton T-Shirt,Apparel,8,20,541.4300000000001,309.43000000000006
2022-01-11,2,2205,26,79.64,Coffee Maker,Home,45,85,2070.64,900.64
2022-01-11,3,5501,33,477.64,4K LED Smart TV,Electronics,300,450,15762.119999999999,5862.12
2022-01-11,3,8801,30,103.57,Running Shoes,Apparel,40,95,3107.1,1907.1
2022-01-11,3,8802,18,20.7,Cotton T-Shirt,Apparel,8,20,372.59999999999997,228.6
2022-01-11,3,2205,33,89.72,Coffee Maker,Home,45,85,2960.7599999999998,1475.76
2022-01-12,1,5501,37,461.27,4K LED Smart TV,Electronics,300,450,17066.989999999998,5966.99
2022-01-12,1,5502,36,57.14,Bluetooth Speaker,Electronics,25,60,2057.04,1157.04
2022-01-12,1,8801,33,104.19,Running Shoes,Apparel,40,95,3438.27,2118.27
2022-01-12,1,8802,35,18.16,Cotton T-Shirt,Apparel,8,20,635.6,355.6
2022-01-12,2,5501,31,463.32,4K LED Smart TV,Electronics,300,450,14362.92,5062.92
2022-01-12,2,5502,37,54.67,Bluetooth Speaker,Electronics,25,60,2022.79,1097.79
2022-01-12,2,8801,38,96.85,Running Shoes,Apparel,40,95,3680.2999999999997,2160.2999999999997
2022-01-12,2,8802,19,18.79,Cotton T-Shirt,Apparel,8,20,357.01,205.01
2022-01-12,2,2205,28,80.14,Coffee Maker,Home,45,85,2243.92,983.9200000000001
2022-01-12,3,5501,47,418.98,4K LED Smart TV,Electronics,300,450,19692.06,5592.060000000001
2022-01-12,3,5502,34,65.46,Bluetooth Speaker,Electronics,25,60,2225.64,1375.6399999999999
2022-01-12,3,8801,27,99.69,Running Shoes,Apparel,40,95,2691.63,1611.6299999999999
2022-01-12,3,8802,21,21.93,Cotton T-Shirt,Apparel,8,20,460.53,292.53
2022-01-12,3,2205,29,82.0,Coffee Maker,Home,45,85,2378.0,1073.0
2022-01-13,1,5501,35,489.66,4K LED Smart TV,Electronics,300,450,17138.100000000002,6638.100000000001
2022-01-13,1,5502,35,56.2,Bluetooth Speaker,Electronics,25,60,1967.0,1092.0
2022-01-13,1,8801,36,103.27,Running Shoes,Apparel,40,95,3717.72,2277.72
2022-01-13,1,8802,47,19.76,Cotton T-Shirt,Apparel,8,20,928.72,552.72
2022-01-13,2,5501,33,433.54,4K LED Smart TV,Electronics,300,450,14306.820000000002,4406.820000000001
2022-01-13,2,5502,39,58.66,Bluetooth Speaker,Electronics,25,60,2287.74,1312.7399999999998
2022-01-13,2,8801,40,95.95,Running Shoes,Apparel,40,95,3838.0,2238.0
2022-01-13,2,8802,30,20.54,Cotton T-Shirt,Apparel,8,20,616.1999999999999,376.2
2022-01-13,2,2205,52,85.25,Coffee Maker,Home,45,85,4433.0,2093.0
2022-01-13,3,5501,25,464.41,4K LED Smart TV,Electronics,300,450,11610.25,4110.250000000001
2022-01-13,3,5502,34,61.95,Bluetooth Speaker,Electronics,25,60,2106.3,1256.3000000000002
2022-01-13,3,8801,51,93.87,Running Shoes,Apparel,40,95,4787.37,2747.3700000000003
2022-01-13,3,8802,33,21.33,Cotton T-Shirt,Apparel,8,20,703.89,439.88999999999993
2022-01-13,3,2205,29,90.95,Coffee Maker,Home,45,85,2637.55,1332.5500000000002
2022-01-14,1,5501,31,414.55,4K LED Smart TV,Electronics,300,450,12851.050000000001,3551.05
2022-01-14,1,5502,19,61.76,Bluetooth Speaker,Electronics,25,60,1173.44,698.4399999999999
2022-01-14,1,8801,29,104.48,Running Shoes,Apparel,40,95,3029.92,1869.92
2022-01-14,1,8802,40,18.1,Cotton T-Shirt,Apparel,8,20,724.0,404.00000000000006
2022-01-14,1,2205,35,90.25,Coffee Maker,Home,45,85,3158.75,1583.75
2022-01-14,2,5501,31,432.14,4K LED Smart TV,Electronics,300,450,13396.34,4096.339999999999
2022-01-14,2,5502,42,54.11,Bluetooth Speaker,Electronics,25,60,2272.62,1222.62
2022-01-14,2,8801,58,94.82,Running Shoes,Apparel,40,95,5499.5599999999995,3179.5599999999995
2022-01-14,2,8802,28,21.94,Cotton T-Shirt,Apparel,8,20,614.32,390.32000000000005
2022-01-14,2,2205,31,86.49,Coffee Maker,Home,45,85,2681.19,1286.1899999999998
2022-01-14,3,5501,27,442.24,4K LED Smart TV,Electronics,300,450,11940.48,3840.4800000000005
2022-01-14,3,5502,28,60.37,Bluetooth Speaker,Electronics,25,60,1690.36,990.3599999999999
2022-01-14,3,8801,34,102.73,Running Shoes,Apparel,40,95,3492.82,2132.82
2022-01-14,3,8802,37,21.85,Cotton T-Shirt,Apparel,8,20,808.45,512.45
2022-01-14,3,2205,24,93.45,Coffee Maker,Home,45,85,2242.8,1162.8000000000002
2022-01-15,1,5501,73,485.73,4K LED Smart TV,Electronics,300,450,35458.29,13558.29
2022-01-15,1,5502,41,54.47,Bluetooth Speaker,Electronics,25,60,2233.27,1208.27
2022-01-15,1,8801,20,98.06,Running Shoes,Apparel,40,95,1961.2,1161.2
2022-01-15,1,8802,53,21.06,Cotton T-Shirt,Apparel,8,20,1116.1799999999998,692.18
2022-01-15,1,2205,20,91.48,Coffee Maker,Home,45,85,1829.6000000000001,929.6000000000001
2022-01-15,2,5501,53,441.14,4K LED Smart TV,Electronics,300,450,23380.42,7480.419999999999
2022-01-15,2,5502,39,59.85,Bluetooth Speaker,Electronics,25,60,2334.15,1359.15
2022-01-15,2,8801,46,97.4,Running Shoes,Apparel,40,95,4480.400000000001,2640.4
2022-01-15,2,8802,40,21.52,Cotton T-Shirt,Apparel,8,20,860.8,540.8
2022-01-15,2,2205,54,79.65,Coffee Maker,Home,45,85,4301.1,1871.1000000000004
2022-01-15,3,5501,45,451.73,4K LED Smart TV,Electronics,300,450,20327.850000000002,6827.85
2022-01-15,3,5502,46,64.94,Bluetooth Speaker,Electronics,25,60,2987.24,1837.2399999999998
2022-01-15,3,8801,56,91.93,Running Shoes,Apparel,40,95,5148.08,2908.0800000000004
2022-01-15,3,8802,41,18.51,Cotton T-Shirt,Apparel,8,20,758.9100000000001,430.9100000000001
2022-01-15,3,2205,78,79.58,Coffee Maker,Home,45,85,6207.24,2697.24
2022-01-16,1,5501,58,461.32,4K LED Smart TV,Electronics,300,450,26756.56,9356.56
2022-01-16,1,5502,29,57.73,Bluetooth Speaker,Electronics,25,60,1674.1699999999998,949.17
2022-01-16,1,8801,50,99.87,Running Shoes,Apparel,40,95,4993.5,2993.5
2022-01-16,1,8802,63,20.19,Cotton T-Shirt,Apparel,8,20,1271.97,767.97
2022-01-16,1,2205,45,90.62,Coffee Maker,Home,45,85,4077.9,2052.9
2022-01-16,2,5501,41,464.28,4K LED Smart TV,Electronics,300,450,19035.48,6735.479999999999
2022-01-16,2,5502,49,58.43,Bluetooth Speaker,Electronics,25,60,2863.07,1638.07
2022-01-16,2,8801,52,101.73,Running Shoes,Apparel,40,95,5289.96,3209.96
2022-01-16,2,8802,58,21.05,Cotton T-Shirt,Apparel,8,20,1220.9,756.9000000000001
2022-01-16,2,2205,34,82.32,Coffee Maker,Home,45,85,2798.8799999999997,1268.8799999999997
2022-01-16,3,5502,55,54.32,Bluetooth Speaker,Electronics,25,60,2987.6,1612.6
2022-01-16,3,8801,61,91.68,Running Shoes,Apparel,40,95,5592.4800000000005,3152.4800000000005
2022-01-16,3,8802,36,20.76,Cotton T-Shirt,Apparel,8,20,747.36,459.36000000000007
2022-01-16,3,2205,56,93.33,Coffee Maker,Home,45,85,5226.48,2706.48
2022-01-17,1,5501,38,448.85,4K LED Smart TV,Electronics,300,450,17056.3,5656.300000000001
2022-01-17,1,5502,26,62.69,Bluetooth Speaker,Electronics,25,60,1629.94,979.9399999999999
2022-01-17,1,8801,26,89.29,Running Shoes,Apparel,40,95,2321.54,1281.5400000000002
2022-01-17,1,8802,29,20.39,Cotton T-Shirt,Apparel,8,20,591.3100000000001,359.31
2022-01-17,1,2205,31,78.66,Coffee Maker,Home,45,85,2438.46,1043.4599999999998
2022-01-17,2,5501,30,481.17,4K LED Smart TV,Electronics,300,450,14435.1,5435.1
2022-01-17,2,5502,49,64.87,Bluetooth Speaker,Electronics,25,60,3178.63,1953.63
2022-01-17,2,8801,27,101.52,Running Shoes,Apparel,40,95,2741.04,1661.04
2022-01-17,2,8802,32,19.57,Cotton T-Shirt,Apparel,8,20,626.24,370.24
2022-01-17,2,2205,27,86.15,Coffee Maker,Home,45,85,2326.05,1111.0500000000002
2022-01-17,3,5501,46,438.99,4K LED Smart TV,Electronics,300,450,20193.54,6393.540000000001
2022-01-17,3,5502,33,55.0,Bluetooth Speaker,Electronics,25,60,1815.0,990.0
2022-01-17,3,8801,33,101.79,Running Shoes,Apparel,40,95,3359.07,2039.0700000000002
2022-01-17,3,8802,27,21.17,Cotton T-Shirt,Apparel,8,20,571.59,355.59000000000003
2022-01-17,3,2205,31,91.8,Coffee Maker,Home,45,85,2845.7999999999997,1450.8
2022-01-18,1,5501,14,457.51,4K LED Smart TV,Electronics,300,450,6405.139999999999,2205.14
2022-01-18,1,5502,34,60.84,Bluetooth Speaker,Electronics,25,60,2068.56,1218.5600000000002
2022-01-18,1,8801,43,93.15,Running Shoes,Apparel,40,95,4005.4500000000003,2285.4500000000003
2022-01-18,1,8802,40,18.31,Cotton T-Shirt,Apparel,8,20,732.4,412.4
2022-01-18,1,2205,35,92.52,Coffee Maker,Home,45,85,3238.2,1663.1999999999998
2022-01-18,2,5501,28,494.44,4K LED Smart TV,Electronics,300,450,13844.32,5444.32
2022-01-18,2,5502,30,62.93,Bluetooth Speaker,Electronics,25,60,1887.9,1137.9
2022-01-18,2,8801,25,95.5,Running Shoes,Apparel,40,95,2387.5,1387.5
2022-01-18,2,8802,36,21.45,Cotton T-Shirt,Apparel,8,20,772.1999999999999,484.2
2022-01-18,2,2205,40,87.58,Coffee Maker,Home,45,85,3503.2,1703.1999999999998
2022-01-18,3,5501,27,440.74,4K LED Smart TV,Electronics,300,450,11899.98,3799.9800000000005
2022-01-18,3,5502,33,57.76,Bluetooth Speaker,Electronics,25,60,1906.08,1081.08
2022-01-18,3,8801,40,86.3,Running Shoes,Apparel,40,95,3452.0,1852.0
2022-01-18,3,8802,26,19.9,Cotton T-Shirt,Apparel,8,20,517.4,309.4
2022-01-18,3,2205,47,77.5,Coffee Maker,Home,45,85,3642.5,1527.5
2022-01-19,1,5501,29,416.61,4K LED Smart TV,Electronics,300,450,12081.69,3381.6900000000005
2022-01-19,1,5502,42,55.65,Bluetooth Speaker,Electronics,25,60,2337.2999999999997,1287.3
2022-01-19,1,8801,33,88.1,Running Shoes,Apparel,40,95,2907.2999999999997,1587.2999999999997
2022-01-19,1,8802,54,19.35,Cotton T-Shirt,Apparel,8,20,1044.9,612.9000000000001
2022-01-19,1,2205,24,90.36,Coffee Maker,Home,45,85,2168.64,1088.6399999999999
2022-01-19,2,5501,43,493.15,4K LED Smart TV,Electronics,300,450,21205.45,8305.449999999999
2022-01-19,2,5502,23,61.09,Bluetooth Speaker,Electronics,25,60,1405.0700000000002,830.07
2022-01-19,2,8801,31,98.99,Running Shoes,Apparel,40,95,3068.69,1828.6899999999998
2022-01-19,2,8802,29,19.18,Cotton T-Shirt,Apparel,8,20,556.22,324.21999999999997
2022-01-19,2,2205,42,81.03,Coffee Maker,Home,45,85,3403.26,1513.26
2022-01-19,3,5501,29,478.11,4K LED Smart TV,Electronics,300,450,13865.19,5165.1900000000005
2022-01-19,3,5502,31,57.13,Bluetooth Speaker,Electronics,25,60,1771.03,996.0300000000001
2022-01-19,3,8801,18,93.24,Running Shoes,Apparel,40,95,1678.32,958.3199999999999
2022-01-19,3,8802,45,19.48,Cotton T-Shirt,Apparel,8,20,876.6,516.6
2022-01-19,3,2205,50,83.43,Coffee Maker,Home,45,85,4171.5,1921.5000000000005
2022-01-20,1,5501,33,450.22,4K LED Smart TV,Electronics,300,450,14857.26,4957.260000000001
2022-01-20,1,5502,27,54.88,Bluetooth Speaker,Electronics,25,60,1481.76,806.7600000000001
2022-01-20,1,8801,20,99.75,Running Shoes,Apparel,40,95,1995.0,1195.0
2022-01-20,1,8802,49,19.89,Cotton T-Shirt,Apparel,8,20,974.61,582.61
2022-01-20,1,2205,38,81.44,Coffee Maker,Home,45,85,3094.72,1384.7199999999998
2022-01-20,2,5501,25,422.76,4K LED Smart TV,Electronics,300,450,10569.0,3069.0
2022-01-20,2,5502,38,65.76,Bluetooth Speaker,Electronics,25,60,2498.88,1548.88
2022-01-20,2,8802,36,19.74,Cotton T-Shirt,Apparel,8,20,710.64,422.63999999999993
2022-01-20,2,2205,37,79.61,Coffee Maker,Home,45,85,2945.57,1280.57
2022-01-20,3,5501,16,411.13,4K LED Smart TV,Electronics,300,450,6578.08,1778.08
2022-01-20,3,5502,45,59.81,Bluetooth Speaker,Electronics,25,60,2691.4500000000003,1566.45
2022-01-20,3,8801,41,101.98,Running Shoes,Apparel,40,95,4181.18,2541.1800000000003
2022-01-20,3,8802,43,19.65,Cotton T-Shirt,Apparel,8,20,844.9499999999999,500.94999999999993
2022-01-20,3,2205,31,81.37,Coffee Maker,Home,45,85,2522.4700000000003,1127.4700000000003
2022-01-21,1,5501,25,408.57,4K LED Smart TV,Electronics,300,450,10214.25,2714.25
